Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Jar with Lion-Head Handles,Unknown,1300s,1962.154,Ceramic,"China, Jiangxi province, Jingdezhen, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1962.154/1962.154_web.jpg
Amulet in the Form of a Seated Figure with Bovine Head,Unknown,c. 4700–2920 BC,1953.628,Jade,"Northeast China, Neolithic period, probably Hongshan culture (4700-2920 BC)",https://openaccess-cdn.clevelandart.org/1953.628/1953.628_web.jpg
Wine Cup with Children at Play,Unknown,1465–87,1957.61,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Chenghua mark and period (1465-1487)",https://openaccess-cdn.clevelandart.org/1957.61/1957.61_web.jpg
Cranes and Serpents,Unknown,475–221 BC,1938.9,Sculpture,"China, reportedly from Hunan province, Changsha, Warring States period (475-221 BC), State of Chu (c. 1046-223 BC)",https://openaccess-cdn.clevelandart.org/1938.9/1938.9_web.jpg
Tomb Guardian with Animal Head,Unknown,early 700s,2000.118.1,Ceramic,"China, probably Shaanxi province, Xi'an, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/2000.118.1/2000.118.1_web.jpg
"Mirror with Phoenixes, Birds, Butterflies, and Floral Sprays",Unknown,700s,1973.74,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1973.74/1973.74_web.jpg
Brush Washer,Unknown,late 1000s–1127,1957.40,Ceramic,"China, Henan Province, Baofeng, Qingliangsi, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1957.40/1957.40_web.jpg
Vase with Golden Pheasants,Unknown,1736–95,1971.145,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Qianlong mark and period (1736-95)",https://openaccess-cdn.clevelandart.org/1971.145/1971.145_web.jpg
Bell (Lai Zhong),Unknown,c. 800–700 BC,1989.3,Metalwork,"China, Shaanxi province, Meixian, Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/1989.3/1989.3_web.jpg
Raft Cup,"Zhu Bishan (Chinese, c. 1300-aft 1362)",1345,1977.7,Silver,"China, Yuan dynasty (1271-1368) or later",https://openaccess-cdn.clevelandart.org/1977.7/1977.7_web.jpg
Eleven-Headed Guanyin,Unknown,1100–1200,1981.53,Sculpture,"China, late Northern Song dynasty (960-1127) - Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1981.53/1981.53_web.jpg
Stele with Shakyamuni and Maitreya,Unknown,c. 570s,1993.108,Sculpture,"China, Northern Qi dynasty (550-577)",https://openaccess-cdn.clevelandart.org/1993.108/1993.108_web.jpg
Bowl with Daoist Figures,Unknown,1271–1368,1952.510,Jade,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1952.510/1952.510_web.jpg
Monster Face: Door Ring Holder (Pushou),Unknown,500s,1930.731,Metalwork,"China, Henan province, Northern Dynasties period (386-581)",https://openaccess-cdn.clevelandart.org/1930.731/1930.731_web.jpg
Tomb Guardians,Unknown,early 700s,2000.118,Ceramic,"China, probably Shaanxi province, Xi'an, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/2000.118/2000.118_web.jpg
Virupa,Unknown,early 1400s,1972.96,Sculpture,"China, Ming dynasty (1368-1644), Yongle reign (1403-1424)",https://openaccess-cdn.clevelandart.org/1972.96/1972.96_web.jpg
Tomb Guardian with Human Face,Unknown,early 700s,2000.118.2,Ceramic,"China, probably Shaanxi province, Xi'an, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/2000.118.2/2000.118.2_web.jpg
Stele with Sakyamuni and Bodhisattvas,Unknown,537,1914.567,Sculpture,"China, Hebei province, Eastern Wei dynasty (534-550)",https://openaccess-cdn.clevelandart.org/1914.567/1914.567_web.jpg
Seated Guanyin,Unknown,late 1100s–1200s,1984.70,Sculpture,"China, late Northern Song dynasty (960-1127) - Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1984.70/1984.70_web.jpg
Bodhisattva,Unknown,700s,1983.86,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1983.86/1983.86_web.jpg
Lobed Mirror with Heaven and Earth between the Paired Phoenixes,Unknown,mid to late 700s,1995.351,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.351/1995.351_web.jpg
Amphora Vase,Unknown,1723–35,1944.190,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Yongzheng mark and period (1723-35)",https://openaccess-cdn.clevelandart.org/1944.190/1944.190_web.jpg
Cloudy Mountains,"Mi Youren (Chinese, 1072–1151)",1130,1933.220,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1933.220/1933.220_web.jpg
Headrest with Three Lions,Unknown,916–1125,2017.15,Ceramic,"China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/2017.15/2017.15_web.jpg
Round Box with Decoration of Two Pheasants and Peonies,Unknown,late 1200s,2011.34,Lacquer,"China, late Southern Song (1127-1279) - early Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2011.34/2011.34_web.jpg
Mat Weight in the Form of a Bear,Unknown,202 BC–AD 9,1994.203,Sculpture,"China, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1994.203/1994.203_web.jpg
Fish and Rocks,"Bada Shanren (Chinese, 1626–1705)",mid- to late 1600s,1953.247,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1953.247/1953.247_web.jpg
The Poet Lin Bu Wandering in the Moonlight,"Du Jin (Chinese, 1446-c. 1519)",late 1400s,1954.582,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1954.582/1954.582_web.jpg
Three Horses and Four Grooms,"Ren Renfa (Chinese, 1254–1328)",c. 1320s,1960.181,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1960.181/1960.181_web.jpg
Finial,Unknown,475–221 BC,1930.730,Metalwork,"China, Henan province, Jincun, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1930.730/1930.730_web.jpg
Portraits of the Qianlong Emperor and His Twelve Consorts,"Giuseppe Castiglione (Italian, 1688–1766)",1736–70s,1969.31,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1969.31/1969.31_web.jpg
Double-tier Mirror,Unknown,300s BC,1999.220,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1999.220/1999.220_web.jpg
Beggars and Street Characters,"Zhou Chen (Chinese, c. 1450-c. 1536)",1516,1964.94,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1964.94/1964.94_web.jpg
"Octafoil-shaped Mirror Featuring Ci Fei, the Dragon Slayer",Unknown,900s-1300s,1995.376,Metalwork,"China, Jin dynasty (1115-1234) or Korea, Goryeo dynasty (918-1392)",https://openaccess-cdn.clevelandart.org/1995.376/1995.376_web.jpg
The Ninth Day Literary Gathering at Xing’an,"Fang Shishu (Chinese, 1693–1751)",1743,1979.72,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1979.72/1979.72_web.jpg
Amitabha,Unknown,mid-1000s,1942.1082,Sculpture,"China, Yunnan province, Dali kingdom (938–1253)",https://openaccess-cdn.clevelandart.org/1942.1082/1942.1082_web.jpg
Conversation in Autumn,"Hua Yan (Chinese, 1682–c. 1765)",1732,1954.263,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1954.263/1954.263_web.jpg
Dog,Unknown,AD 25–220,1983.1,Sculpture,"China, Eastern Han dynasty (AD 25-220)",https://openaccess-cdn.clevelandart.org/1983.1/1983.1_web.jpg
Horse,Unknown,late 600s–800,1955.295,Sculpture,"China, probably Henan province, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1955.295/1955.295_web.jpg
Vase with Floral Scrolls,Unknown,900s-1000s,1948.226,Ceramic,"China, Henan province, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1948.226/1948.226_web.jpg
Mirror with Four T's,Unknown,300s BC,1995.281,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1995.281/1995.281_web.jpg
Tea Bowl,Unknown,1100s–1200s,1948.206,Ceramic,"China, Fujian province, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1948.206/1948.206_web.jpg
Ceremonial Dagger-Axe with Animal Masks (Ge),Unknown,c. 1600–1050 BC,1983.2,Jade,"China, Shang dynasty (c.1600-c.1046 BC)",https://openaccess-cdn.clevelandart.org/1983.2/1983.2_web.jpg
Chrysanthemums and Cabbage,"Tao Cheng (Chinese, active c. 1471–after 1502)",c. 1486 or before,1960.40,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1960.40/1960.40_web.jpg
Bodhidharma Crossing the Yangzi on a Reed,Unknown,1300s,1964.44,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1964.44/1964.44_web.jpg
Shakyamuni Emerging from the Mountains,Unknown,1244,1970.2,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1970.2/1970.2_web.jpg
The Five Hundred Arhats,"Wu Bin (Chinese, active c. 1591–1626)",1591–1626,1971.16,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1971.16/1971.16_web.jpg
One Hundred Children at Play,"Su Hanchen (Chinese, active c. 1101–1125)",1100s–1200s,1961.261,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1961.261/1961.261_web.jpg
Clouds and Waves at the Wu Gorge,"Xie Shichen (Chinese, 1487-after 1567)",c. 1547–67,1968.213,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1968.213/1968.213_web.jpg
TLV Mirror with Multiple Nipples,Unknown,AD 9–23,1995.298,Metalwork,"China, Xin dynasty (9-23)",https://openaccess-cdn.clevelandart.org/1995.298/1995.298_web.jpg
Woman Holding Plum Blossoms,Unknown,mid-700s,1987.13,Sculpture,"North China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1987.13/1987.13_web.jpg
Bodhidharma Meditating Facing a Cliff,Unknown,late 1200s,1972.41,Painting,"China, Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1972.41/1972.41_web.jpg
Ancestor Group Portrait,Unknown,1796–1820,2019.82,Painting,"China, Qing dynasty (1644-1911), Jiaqing period (1796-1820)",https://openaccess-cdn.clevelandart.org/2019.82/2019.82_web.jpg
Seated Amitayus Buddha,Unknown,c. 570s,1915.334.1,Sculpture,"China, Northern Qi dynasty (550-577)",https://openaccess-cdn.clevelandart.org/1915.334.1/1915.334.1_web.jpg
Ink Flowers,"Zhao Zhong (Chinese, second half of the 1300s)",1361,1967.36,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1967.36/1967.36_web.jpg
Xu Jingyang Moving His Family,"Cui Zizhong (Chinese, 1574–1644)",1644,1961.90,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1961.90/1961.90_web.jpg
Streams and Mountains,"Xu Ben (Chinese, 1335–1380)",1372,1997.96,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1997.96/1997.96_web.jpg
"Mirror with Deities, Chariot, and the White Tiger",Unknown,AD 100–200,1995.332,Metalwork,"China, Eastern Han dynasty (25-220)",https://openaccess-cdn.clevelandart.org/1995.332/1995.332_web.jpg
"Dream Journey among Rivers and Mountains, no. 90","Cheng Zhengkui (Chinese, 1604–1676)",1658,1960.182,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1960.182/1960.182_web.jpg
Mirror with a Coiling Dragon,Unknown,700s,1995.367,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.367/1995.367_web.jpg
The Hermit Xu You Resting by a Stream,"Dai Jin (Chinese, 1388–1462)",1400s,1974.45,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1974.45/1974.45_web.jpg
Prunus Vase (Meiping) with Blossoming Lotus,Unknown,late 1400s,1942.716,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1942.716/1942.716_web.jpg
River Village in a Rainstorm,Lu Wenying (Chinese),c. 1480–1507,1970.76,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1970.76/1970.76_web.jpg
Birds Gather under the Spring Willow,"Yin Hong (Chinese, c. 1430-c. 1500)",late 1400s-early 1500,1974.31,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1974.31/1974.31_web.jpg
Mandala Base,Unknown,early 1400s,1987.58,Enamel,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1987.58/1987.58_web.jpg
Wine Vessel (Hu),Unknown,c. 1000–900 BC,1944.61,Metalwork,"China, early Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/1944.61/1944.61_web.jpg
Pine Wind from Myriad Villages,"Wu Li (Chinese, 1632–1718)",late 1600s–1718,1954.584,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1954.584/1954.584_web.jpg
"Man, Buffalo, and Calf","Li You (Chinese, 1200s)",1205 or 1265,1960.41,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1960.41/1960.41_web.jpg
Wine Vessel (Hu),Unknown,c. 1000–900 BC,1944.61.a,Metalwork,"China, early Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/1944.61.a/1944.61.a_web.jpg
Wine Vessel (Hu) (lid),Unknown,c. 1000–900 BC,1944.61.b,Metalwork,"China, early Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/1944.61.b/1944.61.b_web.jpg
Portrait of An Qi,"Wang Hui (Chinese, 1632–1717)",1715,1971.17,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1971.17/1971.17_web.jpg
Screen with European Figures (obverse) and Landscape (reverse) with Stand,Unknown,1736–95,1964.243,Enamel,"China, Beijing palace workshops, Qing Dynasty (1644-1911), Qianlong reign (1736-1795)",https://openaccess-cdn.clevelandart.org/1964.243/1964.243_web.jpg
Screen with European Figures (obverse),Unknown,1736–95,1964.243.1.a,Enamel,"China, Beijing palace workshops, Qing Dynasty (1644-1911), Qianlong reign (1736-1795)",https://openaccess-cdn.clevelandart.org/1964.243.1.a/1964.243.1.a_web.jpg
Standing Guanyin,Unknown,700s?,1966.364,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1966.364/1966.364_web.jpg
Samantabhadra,Unknown,1100s,1962.161,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1962.161/1962.161_web.jpg
The Hunt,Unknown,300–100 BC,1957.141,Painting,"China, late Warring States period (475-221 BC) to Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1957.141/1957.141_web.jpg
Zhongli Quan Crossing the Ocean,"Zhao Qi (Chinese, active early 1500s)",1368–1644,1976.13,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1976.13/1976.13_web.jpg
Brush with Carved Design,Unknown,1573–1619,1967.194,Wood,"China, Ming dynasty (1368-1644), Wanli mark and reign (1573-1619)",https://openaccess-cdn.clevelandart.org/1967.194/1967.194_web.jpg
Vase in the Form of Archaic Hu,Unknown,1700s,1964.237,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1964.237/1964.237_web.jpg
Square Covered Box with Hundred Antiquities,Unknown,1723–35,1989.309,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/1989.309/1989.309_web.jpg
Square Covered Box with Hundred Antiquities,Unknown,1723–35,1989.309.a,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/1989.309.a/1989.309.a_web.jpg
Hu (Jar),Unknown,481–221 BC,1975.62,Metalwork,"China, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1975.62/1975.62_web.jpg
The Kill,Unknown,300–100 BC,1957.139,Painting,"China, late Warring States period (475-221 BC) to Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1957.139/1957.139_web.jpg
Eagle on a Tree Trunk,"Huang Shen (Chinese, 1687–1772)",1755,1977.31,Painting,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1977.31/1977.31_web.jpg
Panel from Model Cooking Stove:  Fairy Feeding Lingzhi Fungus to a Dragon,Unknown,100–1 BC,1925.134,Ceramic,"China, from a tomb in Xi'an, Shanxi province, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1925.134/1925.134_web.jpg
Nine Dragon Pool,"Mei Qing (Chinese, 1623–1697)",1690s,1979.50,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1979.50/1979.50_web.jpg
Lily and Butterflies,"Liu Shanshou (Chinese, active 1300s)",1300s,1971.132,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1971.132/1971.132_web.jpg
"The Eight Hosts of Deva, Naga, and Yakshi",Unknown,1454,1973.70.2,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1973.70.2/1973.70.2_web.jpg
Panel from Model Cooking Stove: Lancer Jousting with a Tiger,Unknown,100–1 BC,1925.135,Ceramic,"China, from a tomb in Xi'an, Shanxi province, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1925.135/1925.135_web.jpg
Jar with Spiral Designs,Unknown,3300–2650 BC,2004.64,Ceramic,"Northwest China, Neolithic period, Majiayao culture, Majiayao phase (3300-2650 BC)",https://openaccess-cdn.clevelandart.org/2004.64/2004.64_web.jpg
Ceremonial Blade with Three Perforations (Dao),Unknown,2000–1700 BC,2009.83,Jade,"Northwest China, late Neolithic period to early Bronze Age, Qijia culture (2000-1700 BC)",https://openaccess-cdn.clevelandart.org/2009.83/2009.83_web.jpg
Eleven-Headed Guanyin,Unknown,late 600s,1970.66,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1970.66/1970.66_web.jpg
Peonies,"Yun Shouping (Chinese, 1633–1690)",1685,1967.192,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1967.192/1967.192_web.jpg
Brush with Carved Designs,Unknown,1573–1619,1967.194.a,Wood,"China, Ming dynasty (1368-1644), Wanli mark and reign (1573-1619)",https://openaccess-cdn.clevelandart.org/1967.194.a/1967.194.a_web.jpg
Brush with Carved Designs (brush cap),Unknown,1573–1619,1967.194.b,Wood,"China, Ming dynasty (1368-1644), Wanli mark and reign (1573-1619)",https://openaccess-cdn.clevelandart.org/1967.194.b/1967.194.b_web.jpg
Purification at the Orchid Pavilion,Unknown,c. 1500,1974.72,Lacquer,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1974.72/1974.72_web.jpg
Chest for Storing Garments,Unknown,1400s,1975.10,Lacquer,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1975.10/1975.10_web.jpg
Nine Songs,"Zhang Wo (Chinese, active c.1336–after 1364)",1361,1959.138,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1959.138/1959.138_web.jpg
Spring Landscape,"Kuncan (Chinese, 1612-c. 1673)",1666,1966.367,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1966.367/1966.367_web.jpg
Figure of Daoist Immortal He Xiangu,Unknown,1700s,1976.60,Wood,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1976.60/1976.60_web.jpg
Figure of Daoist Immortal He Xiangu,Unknown,1700s,1976.60.a,Wood,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1976.60.a/1976.60.a_web.jpg
Purification at the Orchid Pavilion,"Fan Yi (Chinese, c. 1615–before 1688)",1671,1977.47,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1977.47/1977.47_web.jpg
Hall of Lofty Pines,"Wang Hui (Chinese, 1632–1717)",1703,1997.106,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1997.106/1997.106_web.jpg
Pair of Leather Bag-Shaped Flasks with Covers,Unknown,916–1125,2012.448,Ceramic,"Northeast China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/2012.448/2012.448_web.jpg
Ewer with a Lion-shaped Spout,Unknown,900s-1000s,1948.220,Ceramic,"China, Shaanxi province, Tongchuan, Huangbaozhen, Five Dynasties period (907-960) or Northern Song dynasty (960-1126)",https://openaccess-cdn.clevelandart.org/1948.220/1948.220_web.jpg
Basin,Unknown,1127–1279,1957.48,Ceramic,"China, Zhejiang province, Hangzhou, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1957.48/1957.48_web.jpg
Figure of Daoist Immortal He Xiangu (base),Unknown,1700s,1976.60.b,Wood,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1976.60.b/1976.60.b_web.jpg
A Vignette of Life on the Frontier,"Jiao Bingzhen (Chinese, active c. 1670–1726)",c. 1717–22,1979.18,Painting,"China, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1979.18/1979.18_web.jpg
Saying Farewell at Xunyang (Song of the Pipa),"Wen Boren (Chinese, 1502–1575)",1500s,1954.581,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1954.581/1954.581_web.jpg
Adoring Monk,Unknown,early 500s,1962.213,Sculpture,"China, Northern Wei dynasty (386-534)",https://openaccess-cdn.clevelandart.org/1962.213/1962.213_web.jpg
Meiping  Vase with Cloud Collars and Peony Sprays,Unknown,1403–24,1964.167,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Yongle period (1403-1424)",https://openaccess-cdn.clevelandart.org/1964.167/1964.167_web.jpg
Bird-shaped Urn,Unknown,2650–2350 BC,2007.276,Ceramic,"Northwest China, Neolithic period, Majiayao culture, Banshan phase (2650-2350 BC)",https://openaccess-cdn.clevelandart.org/2007.276/2007.276_web.jpg
Marbled Bowl,Unknown,1100s,2012.449,Ceramic,"China, possibly Henan province, Xinwu, Dangyangyu, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/2012.449/2012.449_web.jpg
Taihu Garden Stone,Unknown,0,2022.23,Stone,"China, Wuxi, Jiangsu province",https://openaccess-cdn.clevelandart.org/2022.23/2022.23_web.jpg
Panel from Model Cooking Stove:  Vermilion Bird,Unknown,100–1 BC,1925.136,Ceramic,"China, from a tomb in Xi'an, Shanxi province, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1925.136/1925.136_web.jpg
Streams and Mountains without End,Unknown,1100–1150,1953.126,Painting,"China, late Northern Song dynasty (960-1127) - Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1953.126/1953.126_web.jpg
Mt. Qingbian,"Dong Qichang (Chinese, 1555–1636)",1617,1980.10,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1980.10/1980.10_web.jpg
Fluted Cup with Dragon Handle,Unknown,early 1300s,1964.163,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1964.163/1964.163_web.jpg
Leaping Carp,"Liu Jie (Chinese, c. 1447–1520s)",1368–1644,1977.55,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1977.55/1977.55_web.jpg
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157/1962.157_web.jpg
River and Mountains on a Clear Autumn Day,"Dong Qichang (Chinese, 1555–1636)",c. 1624–27,1959.46,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1959.46/1959.46_web.jpg
The Lantern Night Excursion of Zhong Kui,"Yan Hui (Chinese, active 1270–1310)",late 1200s-early 1300s,1961.206,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1961.206/1961.206_web.jpg
Landscape Album in Various Styles: The Stream of Wuling,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.4,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.4/1955.37.4_web.jpg
Bowl with Peonies,Unknown,c. 1100s,2001.107,Ceramic,"China, Shaanxi province, Tongchuan, Huangbaozhen, Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/2001.107/2001.107_web.jpg
Ewer,Unknown,618–907,2017.17,Ceramic,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/2017.17/2017.17_web.jpg
Amida Buddha,Unknown,581–618,1964.152,Sculpture,"China, Sui dynasty (581-618)",https://openaccess-cdn.clevelandart.org/1964.152/1964.152_web.jpg
Bowl with Dragons and Clouds,Unknown,1368–98,1964.222,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Hongwu period (1368-98)",https://openaccess-cdn.clevelandart.org/1964.222/1964.222_web.jpg
Cabbage and Beetle,Unknown,mid-1700s,1966.376,Wood,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95) or earlier",https://openaccess-cdn.clevelandart.org/1966.376/1966.376_web.jpg
Panel from Model Cooking Stove:  Raven Flanked by Snake-Entwined Tortoises,Unknown,100–1 BC,1925.139,Ceramic,"China, from a tomb in Xi'an, Shanxi province, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1925.139/1925.139_web.jpg
"Album of Miscellaneous Subjects, Leaf 9","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.9,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.9/1975.22.9_web.jpg
Standing Disciple Mahakasyapa Holding a Cylindrical Reliquary,Unknown,c. 550,1972.166,Sculpture,"China, Hebei province, Southern Xiangtangshan caves, Northern Qi dynasty (550-577)",https://openaccess-cdn.clevelandart.org/1972.166/1972.166_web.jpg
Leisure Enough to Spare,"Yao Tingmei (Chinese, active mid-1300s)",1360,1954.791,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1954.791/1954.791_web.jpg
Jar (Hu),Unknown,202 BC-AD 9,1989.15,Ceramic,"China, probably Henan province, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1989.15/1989.15_web.jpg
Kneeling Winged Monster,Unknown,550–577,1957.360,Sculpture,"China, Hebei province, northern Xiangtangshan caves, North cave, Northern Qi dynasty (550-577)",https://openaccess-cdn.clevelandart.org/1957.360/1957.360_web.jpg
