Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Bowl in Form of Archaic Gui,Unknown,1628–61,1964.175,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Chongzhen reign (1628-44) or Qing dynasty, Shunzhi reign (1644-61), but Ming dynasty (1368-1644), Jiajing mark (1522-66)",https://openaccess-cdn.clevelandart.org/1964.175/1964.175_web.jpg
Gourd Flask with Floral Scrolls,Unknown,1723–35,1964.226,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Yongzheng mark and period (1723-1735)",https://openaccess-cdn.clevelandart.org/1964.226/1964.226_web.jpg
Section of a Coffin Platform: Feline,Unknown,550–577,1982.260.a,Sculpture,"China, Northern Qi dynasty (550-577)",https://openaccess-cdn.clevelandart.org/1982.260.a/1982.260.a_web.jpg
Court Lady with Tall Headdress:  Tomb Figurine,Unknown,c. 700–750,1983.24,Sculpture,"North China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1983.24/1983.24_web.jpg
Conical Bowl,Unknown,1100s,1989.274,Ceramic,"China, Jiangxi province, Ji'an, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1989.274/1989.274_web.jpg
Dish with Flying Crane and Clouds in Relief,Unknown,1300s,1989.282,Ceramic,"China, Zhejiang province, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1989.282/1989.282_web.jpg
Dish,Unknown,1426–35,1989.286,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Xuande mark and period (1425-1435)",https://openaccess-cdn.clevelandart.org/1989.286/1989.286_web.jpg
Animal-and-Grape Mirror,Unknown,late 600s,1995.353,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.353/1995.353_web.jpg
The Garden for Solitary Enjoyment,"Qiu Ying (Chinese, 1494–1552)",1515–52,1978.67,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1978.67/1978.67_web.jpg
Album of Seasonal Landscapes,"Xiao Yuncong (Chinese, 1596–1673)",1668,1955.302,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.302/1955.302_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 13,Unknown,1200s,2004.1.13,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.13/2004.1.13_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 22,Unknown,1200s,2004.1.22,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.22/2004.1.22_web.jpg
Twelve Views of Tiger Hill,"Shen Zhou (Chinese, 1427–1509)",after 1490,1964.371,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1964.371/1964.371_web.jpg
Vase in the Shape of a Grain Measure (Zhadou),Unknown,1127–1279,1957.73,Ceramic,"China, Zhejiang province, Longquan region, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1957.73/1957.73_web.jpg
Thin Forest and Distant Mountains,"Li Liufang (Chinese, 1575–1629)",1628,1953.630,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1953.630/1953.630_web.jpg
Paintings after Ancient Masters: Volume 1,"Chen Hongshou (Chinese, 1598/99–1652)",1598–1652,1979.27.1,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1979.27.1/1979.27.1_web.jpg
Paintings after Ancient Masters: Volume 2,"Chen Hongshou (Chinese, 1598/99–1652)",1598–1652,1979.27.2,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1979.27.2/1979.27.2_web.jpg
Birds on a Tree above a Cataract,"Li Di (Chinese, c. 1100-c. 1192)",1127–1279,1964.155,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1964.155/1964.155_web.jpg
Mirror,Unknown,AD 25–220,1915.606,Metalwork,"China, Eastern Han dynasty (AD 25-220)",https://openaccess-cdn.clevelandart.org/1915.606/1915.606_web.jpg
Landscape in the Style of Juran,"Liu Du (Chinese, active c. 1628-after 1653)",1368–1644,1915.621,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1915.621/1915.621_web.jpg
Hollow Tile:  Column from Tomb-Chamber Doorway,Unknown,2nd Century,1915.66,Ceramic,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1915.66/1915.66_web.jpg
Hollow Tile:  Lintel from Tomb-Chamber Doorway,Unknown,2nd Century,1915.69,Ceramic,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1915.69/1915.69_web.jpg
Landscape,"Ren Yu (Chinese, 1853–1901)",1892,1915.97.3,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1915.97.3/1915.97.3_web.jpg
Landscape,"Ren Yu (Chinese, 1853–1901)",1892,1915.97.4,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1915.97.4/1915.97.4_web.jpg
Heavenly King Virudhaka,Unknown,1368–1644,1918.544,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1918.544/1918.544_web.jpg
Mirror with Paired Felines,Unknown,late 500s-600s,1926.249,Metalwork,"China, Sui dynasty (581-618) - Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1926.249/1926.249_web.jpg
Text of the Perfection of Wisdom (Mahāprajñāpāramitā) Sūtra,Unknown,c. 700s-800s,1933.454,Bound Volume,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1933.454/1933.454_web.jpg
Thumb Ring,Unknown,1800s–mid-1900s,1947.546,Jewelry,"China, Qing dynasty (1644-1911) or Republican period (1912-49)",https://openaccess-cdn.clevelandart.org/1947.546/1947.546_web.jpg
Buckle,Unknown,1900s,1947.609,Jewelry,China,https://openaccess-cdn.clevelandart.org/1947.609/1947.609_web.jpg
Section of a Sarcophagus Foundation or Epitaph Stone,Unknown,late 7th-early 8th Century,1959.184,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1959.184/1959.184_web.jpg
Inlay for a Mirror or Box: shih-shih,Unknown,c. 900–1000,1969.78.3,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.3/1969.78.3_web.jpg
Inlay for a Mirror or Box: shih-shih,Unknown,c. 900–1000,1969.78.4,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.4/1969.78.4_web.jpg
Inlay for a Mirror or Box: Lady on a Bird,Unknown,c. 900–1000,1969.78.6,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.6/1969.78.6_web.jpg
Toad,Unknown,AD 386–534,1977.208,Sculpture,"China, Six Dynasties period (317-581), Northern Wei dynasty (386-534)",https://openaccess-cdn.clevelandart.org/1977.208/1977.208_web.jpg
White-Robed Guanyin,"Jueji Yongzhong (Chinese, active around 1300)",late 1200s–early 1300s,1978.47.2,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1978.47.2/1978.47.2_web.jpg
"Attacking the Camp at Gatan Ola: from Battle Scenes of the Quelling of Rebellions in the Western Region, with Imperial Poems","Giuseppe Castiglione (Italian, 1688–1766)",c. 1765–74; poem dated 1755,1998.103.2,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.2/1998.103.2_web.jpg
"The Battle at Elei Zhalatu: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems",Unknown,c. 1765–74; poem dated 1766,1998.103.3,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.3/1998.103.3_web.jpg
Calligraphy in Running Style based on Wang Bo's Essay on Tengwang Pavilion,"Tiebao (Chinese, 1752–1824)",1811,2001.42,Calligraphy,"China, Changbai, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.42/2001.42_web.jpg
Mirror with Jade Disk Inset,Unknown,475 BC-9 AD,2002.5,Metalwork,"China, Eastern Zhou dynasty (771-256 BC), late Warring States period (475-221 BC) - early Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/2002.5/2002.5_web.jpg
"Jar with Flowers, Rocks and Pheasants",Unknown,1662–1722,2003.258,Ceramic,"China, Qing dynasty (1644-1911), Kangxi mark and reign (1662-1722)",https://openaccess-cdn.clevelandart.org/2003.258/2003.258_web.jpg
Calligraphy in Semi-Cursive Style (xing-caoshu),"Yueshan Daozong (Chinese, 1629–1709)",c. 1660–1709,2003.353,Calligraphy,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2003.353/2003.353_web.jpg
Calligraphy in Semi-Cursive Style (xing-caoshu),"Yueshan Daozong (Chinese, 1629–1709)",c. 1660–1709,2003.354,Calligraphy,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2003.354/2003.354_web.jpg
Lobed vase with underglaze cobalt blue decoration,Unknown,1661–1722,2020.174,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/2020.174/2020.174_web.jpg
Black Glazed Teabowl,Unknown,1100s–1200s,2020.176,Ceramic,"China, Fujian province, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2020.176/2020.176_web.jpg
Baluster Jar and Cover,Unknown,1600–1650,2020.179,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368–1644) or Qing dynasty (1644–1911)",https://openaccess-cdn.clevelandart.org/2020.179/2020.179_web.jpg
Dish with Carved Floral Design,Unknown,1100s–1200s,2020.183,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.183/2020.183_web.jpg
Hexagonal Flower Pot,Unknown,early 1400s,1942.661.2,Ceramic,"China, Henan province, Yuxian, Juntai, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1942.661.2/1942.661.2_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 25,Unknown,1200s,2004.1.25,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.25/2004.1.25_web.jpg
Album of Daoist and Buddhist Themes: Kings of Hells: Leaf 29,Unknown,1200s,2004.1.29,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.29/2004.1.29_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 7,Unknown,1200s,2004.1.7,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.7/2004.1.7_web.jpg
Transitional Blue-and-White Square Bottle,Unknown,1628–1722,2018.293,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Chongzhen reign (1628-44) or Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/2018.293/2018.293_web.jpg
Road to Shu,"Yuan Yao (Chinese, active mid-1700s)",1743,2019.167,Painting,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/2019.167/2019.167_web.jpg
Wine Vessel (Fu Wu Zun),Unknown,c. 1000–900 BC,1938.13,Metalwork,"China, early Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/1938.13/1938.13_web.jpg
Bowl with Flowering Plants,Unknown,1723–1735,1939.258,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-1735)",https://openaccess-cdn.clevelandart.org/1939.258/1939.258_web.jpg
Cup,Unknown,1200s-1300s,1948.222,Ceramic,"Northern China, Jin dynasty (1115-1234) or Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1948.222/1948.222_web.jpg
Belt Hook,Unknown,475–221 BC,1950.248,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1950.248/1950.248_web.jpg
Jade Recumbent Deer,Unknown,1700s,1952.498,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1952.498/1952.498_web.jpg
Arc-shaped Pendant with Animal Mask and Interlaced Animal Bands (Huang),Unknown,300–100 BC,1952.571.2,Jade,"China, Warring States period (475-221 BC) to Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1952.571.2/1952.571.2_web.jpg
Lotus-Seed Bowl with Petals and Arabesques,Unknown,1403–1424,1953.15,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Yongle period (1403-1424)",https://openaccess-cdn.clevelandart.org/1953.15/1953.15_web.jpg
Square Dish,Unknown,916–1125,1957.30,Ceramic,"Northeast China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/1957.30/1957.30_web.jpg
Large Bowl with Peony Scrolls,Unknown,1100s,1957.49,Ceramic,"China, Hebei province, Quyang, Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1957.49/1957.49_web.jpg
Brush Washer,Unknown,1200s,1957.64,Ceramic,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1957.64/1957.64_web.jpg
Jar (Amphora) with Dragon Handles,Unknown,600s,1962.152,Ceramic,"China, Sui dynasty (581-618) to early Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1962.152/1962.152_web.jpg
Bowl with carved floral decoration,Unknown,1100s,1969.226,Ceramic,"China, probably from the Yaozhou kilns, Shaanxi Province, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1969.226/1969.226_web.jpg
Manjusri Riding on a Lion,Unknown,900s,1974.90,Sculpture,"China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/1974.90/1974.90_web.jpg
Standing Guanyin,Unknown,1127–1279,1980.80,Sculpture,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1980.80/1980.80_web.jpg
Candlestand in the shape of Lion,Unknown,AD 265–316,1983.77,Ceramic,"China, probably Zhejiang province, Western Jin dynasty (AD 265-316)",https://openaccess-cdn.clevelandart.org/1983.77/1983.77_web.jpg
Chariot Handle Bar Cap,Unknown,475–221 BC,1985.128,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1985.128/1985.128_web.jpg
Lion Devouring a Lamb,Unknown,early 700s,1985.373,Sculpture,"North China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1985.373/1985.373_web.jpg
Covered Box with Double-Parakeet Design,Unknown,900s-1100s,1987.38,Ceramic,"China, Zhejiang province, Five dynasties (907-60) or later",https://openaccess-cdn.clevelandart.org/1987.38/1987.38_web.jpg
Covered Box with Double-Parakeet Design,Unknown,900s-1100s,1987.38.a,Ceramic,"China, Zhejiang province, Five dynasties (907-60) or later",https://openaccess-cdn.clevelandart.org/1987.38.a/1987.38.a_web.jpg
Covered Box with Double-Parakeet Design (lid),Unknown,900s-1100s,1987.38.b,Ceramic,"China, Zhejiang province, Five dynasties (907-60) or later",https://openaccess-cdn.clevelandart.org/1987.38.b/1987.38.b_web.jpg
Bowl with Dragons,Unknown,1662–1722,1988.247,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi mark and reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1988.247/1988.247_web.jpg
Footed Plate with Floral Medallion,Unknown,early 700s,1989.268,Ceramic,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1989.268/1989.268_web.jpg
Birds and Ducks on a Snowy Islet,Unknown,mid-1200s,1961.260,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1961.260/1961.260_web.jpg
Incense Burner Top in the Shape of a Lion,Unknown,1100s,1966.26,Ceramic,"China, Shaanxi province, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1966.26/1966.26_web.jpg
Plum Blossoms in Moonlight,"Yan Hui (Chinese, active 1270–1310)",first half of the 1300s,1978.49,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1978.49/1978.49_web.jpg
The Peach Blossom Spring,"Liu Du (Chinese, active c. 1628-after 1653)",1650,1971.227,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1971.227/1971.227_web.jpg
Cup,Unknown,1736–95,1952.502,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1952.502/1952.502_web.jpg
"Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 10
",Unknown,1200s,2004.1.10,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.10/2004.1.10_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 17,Unknown,1200s,2004.1.17,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.17/2004.1.17_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 2,Unknown,1200s,2004.1.2,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.2/2004.1.2_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 23,Unknown,1200s,2004.1.23,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.23/2004.1.23_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 24,Unknown,1200s,2004.1.24,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.24/2004.1.24_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 4,Unknown,1200s,2004.1.4,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.4/2004.1.4_web.jpg
"Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 5
",Unknown,1200s,2004.1.5,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.5/2004.1.5_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 6,Unknown,1200s,2004.1.6,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.6/2004.1.6_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 8,Unknown,1200s,2004.1.8,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.8/2004.1.8_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 9,Unknown,1200s,2004.1.9,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.9/2004.1.9_web.jpg
Bodhisattva Guanyin of the South Sea,Unknown,1600s,1950.579,Ceramic,"China, Fujian Province, Ming dynasty (1368-1644) - Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1950.579/1950.579_web.jpg
Landscape Album in Various Styles: Boating in Spring Water,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.3,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.3/1955.37.3_web.jpg
Seated Buddha,Unknown,1500s,1970.149.1,Sculpture,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1970.149.1/1970.149.1_web.jpg
TLV Mirror with Multiple Nipples,Unknown,1st century AD,1917.953,Metalwork,"China, Eastern Han dynasty (25-220)",https://openaccess-cdn.clevelandart.org/1917.953/1917.953_web.jpg
Landscape Album in Various Styles: Scenery of Mt. Changbai after Huang Gongwang,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.5,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.5/1955.37.5_web.jpg
Carrying a Qin on a Visit,"Luo Zhichuan (Chinese, active 1280s-1320s)",1271–1368,1919.974,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1919.974/1919.974_web.jpg
Green Peaks under Clear Sky: After Huang Gongwang,"Wang Yuanqi (Chinese, 1642–1715)",1703–8,1972.153,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1972.153/1972.153_web.jpg
Blossoms,Unknown,1625,1932.125,Print,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1932.125/1932.125_web.jpg
Orchid on Rocks,Unknown,1700s,1941.283,Print,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1941.283/1941.283_web.jpg
Thumb Ring,Unknown,1800s–1900s,1947.550,Jewelry,China,https://openaccess-cdn.clevelandart.org/1947.550/1947.550_web.jpg
Sadaksari-Lokesvara Mandala,Unknown,c. 1475–1525,1965.336,Sculpture,"Tibet, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1965.336/1965.336_web.jpg
Album of Landscape Paintings Illustrating Old Poems: Listening to the Qin,"Hua Yan (Chinese, 1682–c. 1765)",1745,1982.68.11,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1982.68.11/1982.68.11_web.jpg
Album of Landscape Paintings Illustrating Old Poems:  Man with a Staff Admires Chrysanthemums at a Fence,"Hua Yan (Chinese, 1682–c. 1765)",1745,1982.68.3,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1982.68.3/1982.68.3_web.jpg
"Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Giuseppe Castiglione (Italian, 1688–1766)",c. 1765–74,1998.103,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103/1998.103_web.jpg
Xintang (Immortal's Peak),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.1,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.1/1998.78.1_web.jpg
Guiyun Shrine,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.11,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.11/1998.78.11_web.jpg
Xianding (Immortal's Peak),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.12,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.12/1998.78.12_web.jpg
Lüshan Hui,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.15,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.15/1998.78.15_web.jpg
Xiaomei,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.18,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.18/1998.78.18_web.jpg
Mt. Wuzhan,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.3,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.3/1998.78.3_web.jpg
Mt. Biyan (Green Cliff),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.4,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.4/1998.78.4_web.jpg
Mt. Dong (Grotto Mountain),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.5,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.5/1998.78.5_web.jpg
Huanglong Cave (Yellow Dragon Cave),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.7,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.7/1998.78.7_web.jpg
Fushan Monastery,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.8,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.8/1998.78.8_web.jpg
Water Pot,Unknown,1662–1722,1942.672.a,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1942.672.a/1942.672.a_web.jpg
Ivory Lid for Water Pot,Unknown,1662–1722,1942.672.b,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1942.672.b/1942.672.b_web.jpg
Seal Color Box,Unknown,1662–1722,1942.673.a,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1942.673.a/1942.673.a_web.jpg
Seal Color Box (lid),Unknown,1662–1722,1942.673.b,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1942.673.b/1942.673.b_web.jpg
Belt Buckle with Animals,Unknown,202 BC- AD 9,1952.115,Metalwork,"China, Ordos region, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1952.115/1952.115_web.jpg
Listening to the Qin (Zither),"Liu Songnian (Chinese, c. 1150-after 1225)",1150–after 1225,1983.85,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1983.85/1983.85_web.jpg
Zhi and Xu's Pure Conversation,"Lan Ying (Chinese, 1585-aft 1664)",1643,1970.128,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1970.128/1970.128_web.jpg
Old Trees by a Cool Spring,"Li Shixing (Chinese, 1283–1328)",1326,1970.41,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1970.41/1970.41_web.jpg
Watching the Deer by a Pine Shaded Stream,"Ma Yuan (Chinese, c. 1150-after 1255)",1127–1279,1997.88,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1997.88/1997.88_web.jpg
Arc-Shaped Pendant (Huangpei),Unknown,c. 400–300 BC,1952.578,Jade,"China, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1952.578/1952.578_web.jpg
Bamboo and Ducks by a Rushing Stream,"Ma Yuan (Chinese, c. 1150-after 1255)",1127–1279,1967.145,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1967.145/1967.145_web.jpg
Shade of Pines in a Cloudy Valley,"Wang Jian (Chinese, 1598–1677)",1660,1997.105,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1997.105/1997.105_web.jpg
Pillow,Unknown,1100s-1200s,1915.506,Ceramic,"China, Song dynasty (960-1279) - Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1915.506/1915.506_web.jpg
Looking for a Monastery in the Misty Mountains,"Chen Chun (Chinese, 1483–1544)",1500–1544,1979.28,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1979.28/1979.28_web.jpg
